building_type,area_sqm,floors,location,foundation_type,roof_type,has_basement,has_parking,labor_rate,total_cost
Industrial,9549,1,Rural,Pile,Pitched,0,1,9400,21665882
Residential,3771,13,Suburban,Concrete,Flat,1,1,8000,50000000
Residential,5465,8,Suburban,Concrete,Flat,0,1,8800,50000000
Commercial,3301,5,Suburban,Concrete,Dome,0,0,7400,50000000
Industrial,12909,7,Urban,Slab,Flat,0,0,13200,50000000
Industrial,8274,13,Urban,Concrete,Flat,0,0,13800,50000000
Residential,8349,1,Rural,Slab,Dome,0,1,3700,16655011
Commercial,2406,10,Rural,Slab,Flat,1,1,4100,36931385
Commercial,8602,12,Urban,Pile,Pitched,0,1,5800,50000000
Residential,4650,14,Rural,Slab,Flat,1,1,9200,50000000
Residential,12757,5,Urban,Slab,Pitched,1,1,13300,50000000
Industrial,11330,11,Rural,Slab,Flat,1,1,11800,50000000
Residential,679,3,Urban,Concrete,Dome,0,1,12400,6708526
Commercial,5279,10,Rural,Pile,Flat,0,0,3700,50000000
Residential,12990,17,Suburban,Concrete,Flat,0,1,9900,50000000
Industrial,4042,7,Suburban,Slab,Dome,1,1,12000,50000000
Industrial,11358,15,Urban,Concrete,Flat,0,1,3400,50000000
Industrial,14887,1,Suburban,Concrete,Pitched,1,0,10000,50000000
Residential,8935,2,Rural,Pile,Dome,0,0,10200,50000000
Industrial,6996,7,Suburban,Pile,Dome,1,1,11500,50000000
Commercial,4055,19,Suburban,Pile,Flat,0,1,10100,50000000
Commercial,10965,5,Suburban,Concrete,Pitched,1,1,5900,50000000
Commercial,10737,8,Rural,Slab,Flat,1,1,5600,50000000
Residential,13324,3,Suburban,Pile,Dome,1,0,11300,50000000
Residential,13315,19,Rural,Slab,Pitched,0,1,12300,50000000
Commercial,9605,6,Suburban,Concrete,Pitched,0,1,7300,50000000
Industrial,1632,16,Suburban,Slab,Flat,0,1,5100,50000000
Industrial,2522,13,Rural,Slab,Dome,0,1,10400,50000000
Industrial,10030,7,Rural,Concrete,Dome,0,1,10600,50000000
Commercial,13631,15,Rural,Pile,Flat,0,1,13000,50000000
Commercial,8926,2,Urban,Concrete,Pitched,1,1,10500,50000000
Residential,4785,2,Suburban,Pile,Flat,0,1,11000,19646388
Industrial,2491,14,Rural,Concrete,Pitched,0,1,4600,50000000
Commercial,867,3,Suburban,Pile,Flat,0,1,7000,6525483
Industrial,5927,19,Suburban,Slab,Dome,1,1,8100,50000000
Commercial,6564,8,Suburban,Slab,Dome,0,1,10800,50000000
Residential,805,12,Suburban,Concrete,Dome,0,0,7100,25954982
Commercial,8831,15,Rural,Slab,Flat,1,1,9800,50000000
Commercial,1217,14,Suburban,Pile,Dome,0,1,13100,50000000
Residential,8013,14,Suburban,Pile,Pitched,1,1,10900,50000000
Industrial,12568,8,Urban,Concrete,Dome,0,0,6800,50000000
Industrial,4955,12,Rural,Slab,Flat,0,1,7800,50000000
Residential,1429,11,Urban,Concrete,Flat,1,0,7000,36096961
Commercial,6332,9,Rural,Concrete,Dome,0,1,13100,50000000
Industrial,1450,4,Suburban,Pile,Flat,0,0,12800,16556923
Commercial,1296,9,Rural,Pile,Flat,0,0,14700,33871262
Industrial,3201,16,Urban,Slab,Dome,0,1,8000,50000000
Commercial,4962,14,Urban,Pile,Pitched,1,1,3600,50000000
Residential,302,15,Suburban,Pile,Flat,0,0,6300,9068437
Commercial,3390,4,Suburban,Concrete,Dome,1,1,7000,45773750
Industrial,8926,8,Rural,Concrete,Pitched,0,1,6700,50000000
Industrial,2594,14,Suburban,Pile,Pitched,0,0,10800,50000000
Industrial,3892,2,Urban,Slab,Flat,1,1,3800,19485421
Commercial,4237,2,Rural,Slab,Pitched,0,0,13400,36912857
Commercial,10270,3,Rural,Concrete,Dome,0,1,12500,50000000
Residential,7406,13,Suburban,Concrete,Flat,0,0,5000,50000000
Commercial,12605,10,Rural,Pile,Flat,0,0,10400,50000000
Commercial,12023,16,Rural,Concrete,Flat,0,1,11500,50000000
Industrial,8525,1,Suburban,Slab,Pitched,0,1,9000,25712122
Industrial,554,19,Rural,Slab,Dome,1,0,13900,36103251
Commercial,12062,13,Suburban,Pile,Flat,1,0,7200,50000000
Residential,10007,11,Suburban,Pile,Flat,1,1,7400,50000000
Residential,9176,19,Urban,Slab,Flat,1,0,4000,50000000
Residential,2495,3,Suburban,Concrete,Dome,1,1,8900,30057381
Industrial,14348,4,Urban,Slab,Flat,1,0,8900,50000000
Commercial,1380,5,Suburban,Pile,Dome,0,0,9400,17447609
Residential,3888,16,Rural,Concrete,Flat,1,0,6000,50000000
Industrial,11617,15,Suburban,Concrete,Flat,0,0,3300,50000000
Residential,3321,17,Suburban,Slab,Dome,1,0,6000,50000000
Industrial,7441,15,Suburban,Pile,Pitched,1,1,9300,50000000
Industrial,4222,8,Urban,Concrete,Dome,0,0,5600,50000000
Residential,11783,20,Rural,Slab,Dome,0,1,9700,50000000
Industrial,13098,3,Suburban,Slab,Dome,0,1,7700,50000000
Industrial,262,12,Suburban,Slab,Flat,0,1,8600,10846926
Commercial,5152,5,Suburban,Pile,Flat,0,0,8400,50000000
Industrial,11795,3,Urban,Concrete,Pitched,0,1,6500,50000000
Commercial,12930,19,Urban,Slab,Dome,1,1,9900,50000000
Commercial,11994,7,Urban,Slab,Pitched,0,1,9200,50000000
Commercial,5132,18,Rural,Concrete,Dome,0,1,11600,50000000
Commercial,14842,16,Rural,Concrete,Flat,1,0,10600,50000000
Residential,10489,12,Suburban,Slab,Dome,1,0,6600,50000000
Industrial,988,7,Urban,Pile,Pitched,0,1,11000,17724423
Residential,5189,1,Rural,Slab,Flat,0,1,14100,13396724
Residential,5291,14,Rural,Slab,Dome,0,1,6800,50000000
Industrial,2927,9,Rural,Concrete,Pitched,1,1,3600,50000000
Residential,14668,15,Rural,Pile,Flat,0,1,10900,50000000
Industrial,11684,11,Rural,Slab,Dome,0,1,13600,50000000
Commercial,9111,7,Suburban,Concrete,Dome,0,0,12200,50000000
Residential,3529,18,Rural,Slab,Dome,0,1,13700,50000000
Commercial,11636,4,Suburban,Pile,Dome,0,1,7100,50000000
Residential,5239,10,Suburban,Concrete,Flat,0,1,13500,50000000
Commercial,8422,4,Suburban,Slab,Flat,1,1,11000,50000000
Commercial,10711,2,Suburban,Pile,Pitched,0,1,12600,50000000
Commercial,806,9,Rural,Slab,Dome,1,1,8800,27364962
Residential,7623,10,Suburban,Concrete,Pitched,0,0,9900,50000000
Residential,2337,16,Suburban,Concrete,Pitched,0,1,6300,50000000
Residential,11334,17,Urban,Concrete,Pitched,1,1,12500,50000000
Industrial,6368,4,Urban,Pile,Pitched,0,1,11400,50000000
Industrial,11078,17,Suburban,Concrete,Pitched,0,1,10400,50000000
Residential,9451,1,Rural,Pile,Pitched,0,1,11200,27466746
Residential,4049,17,Urban,Pile,Dome,1,1,14700,50000000
Commercial,8616,14,Urban,Pile,Flat,0,1,9500,50000000
Commercial,13929,14,Rural,Pile,Pitched,0,0,4000,50000000
Commercial,14524,5,Rural,Concrete,Dome,0,1,7900,50000000
Residential,1263,2,Suburban,Slab,Flat,1,1,14400,7200365
Industrial,3330,19,Suburban,Pile,Flat,0,0,12000,50000000
Industrial,2748,2,Urban,Concrete,Dome,0,1,3600,20190186
Commercial,884,8,Rural,Concrete,Pitched,1,1,14500,25925497
Commercial,4753,11,Rural,Concrete,Dome,1,1,14200,50000000
Residential,14823,4,Urban,Concrete,Pitched,0,1,13000,50000000
Residential,3942,17,Suburban,Concrete,Pitched,0,1,8100,50000000
Industrial,13438,12,Suburban,Slab,Dome,1,1,12700,50000000
Residential,5764,17,Urban,Concrete,Dome,0,1,11200,50000000
Residential,7538,10,Rural,Concrete,Pitched,1,1,6400,50000000
Residential,371,16,Rural,Pile,Dome,0,1,8800,15010474
Commercial,906,12,Suburban,Concrete,Pitched,0,1,9200,33950374
Industrial,11257,14,Urban,Pile,Dome,1,1,3400,50000000
Industrial,12393,11,Rural,Concrete,Flat,1,1,5900,50000000
Residential,5121,12,Urban,Slab,Flat,0,1,6200,50000000
Commercial,2078,18,Urban,Concrete,Dome,0,0,11700,50000000
Commercial,8902,15,Suburban,Pile,Dome,0,1,3100,50000000
Commercial,5363,4,Rural,Slab,Flat,1,1,4800,46590957
Commercial,3960,1,Rural,Concrete,Pitched,1,1,5100,15322030
Commercial,8532,11,Urban,Pile,Flat,0,1,14900,50000000
Residential,8814,10,Rural,Slab,Dome,0,1,4500,50000000
Industrial,4459,7,Suburban,Slab,Dome,0,0,5100,50000000
Commercial,11185,14,Rural,Concrete,Pitched,0,1,4000,50000000
Commercial,3608,7,Suburban,Pile,Dome,1,1,5400,50000000
Commercial,8040,15,Urban,Concrete,Dome,0,1,7800,50000000
Industrial,4411,20,Suburban,Pile,Pitched,0,0,8300,50000000
Commercial,9638,5,Rural,Pile,Flat,0,1,5200,50000000
Commercial,4427,12,Urban,Pile,Flat,0,1,10800,50000000
Commercial,8015,11,Suburban,Concrete,Flat,1,1,4600,50000000
Industrial,4084,4,Suburban,Pile,Flat,1,0,12100,50000000
Commercial,13064,18,Urban,Concrete,Dome,0,1,3400,50000000
Industrial,14296,17,Urban,Pile,Pitched,0,1,5400,50000000
Industrial,11210,13,Rural,Slab,Flat,0,0,7000,50000000
Industrial,14416,7,Urban,Concrete,Pitched,0,1,14900,50000000
Commercial,2261,17,Suburban,Pile,Dome,0,0,5600,50000000
Residential,755,3,Suburban,Slab,Dome,0,0,11100,7906582
Residential,6929,16,Rural,Slab,Dome,1,1,7500,50000000
Industrial,8381,13,Suburban,Pile,Pitched,0,1,5200,50000000
Commercial,6197,18,Urban,Slab,Dome,1,1,13600,50000000
Industrial,12406,15,Suburban,Slab,Dome,1,1,3400,50000000
Residential,5997,5,Suburban,Slab,Pitched,0,1,8500,50000000
Residential,2365,8,Rural,Pile,Pitched,0,1,13100,42167959
Commercial,13637,1,Suburban,Pile,Pitched,0,0,3600,35336781
Residential,961,15,Suburban,Concrete,Pitched,0,1,3300,32376962
Industrial,10570,15,Suburban,Pile,Flat,1,1,4900,50000000
Commercial,6137,17,Rural,Concrete,Dome,1,1,6600,50000000
Commercial,944,11,Suburban,Pile,Dome,1,0,7300,24924208
Residential,1743,3,Suburban,Concrete,Dome,0,0,14300,23193465
Industrial,6741,13,Rural,Slab,Dome,0,1,11100,50000000
Industrial,13284,15,Rural,Concrete,Dome,0,1,6800,50000000
Industrial,5015,4,Suburban,Slab,Dome,1,1,8800,50000000
Residential,7071,20,Suburban,Concrete,Pitched,0,1,7400,50000000
Commercial,7937,15,Suburban,Pile,Flat,0,1,3300,50000000
Residential,12602,5,Rural,Pile,Dome,0,1,8000,50000000
Residential,12665,7,Suburban,Pile,Dome,1,1,3800,50000000
Commercial,12898,2,Suburban,Slab,Flat,1,1,13000,50000000
Residential,5321,17,Rural,Slab,Dome,0,1,3600,50000000
Commercial,2298,8,Rural,Pile,Dome,1,1,9500,45646748
Residential,9625,17,Urban,Pile,Dome,1,1,9500,50000000
Residential,416,10,Rural,Pile,Dome,1,1,6500,10382429
Residential,10098,17,Rural,Pile,Flat,0,1,4600,50000000
Residential,12509,7,Rural,Pile,Pitched,0,0,4800,50000000
Industrial,11364,18,Urban,Slab,Dome,1,1,7300,50000000
Commercial,13813,5,Rural,Slab,Flat,0,0,6900,50000000
Commercial,7593,6,Urban,Concrete,Flat,1,1,14500,50000000
Industrial,4316,11,Suburban,Pile,Dome,0,1,14800,50000000
Commercial,1895,8,Rural,Slab,Pitched,1,1,11900,50000000
Residential,1431,17,Urban,Slab,Dome,0,0,12700,50000000
Commercial,4368,8,Rural,Slab,Dome,0,1,11200,50000000
Industrial,1400,6,Urban,Slab,Flat,0,1,3900,17811257
Residential,4363,9,Rural,Pile,Flat,1,0,12300,50000000
Residential,4293,8,Suburban,Pile,Dome,0,1,8700,50000000
Industrial,14474,7,Urban,Pile,Flat,0,0,13600,50000000
Residential,9368,6,Suburban,Pile,Dome,1,1,14200,50000000
Industrial,12169,8,Suburban,Pile,Flat,0,1,14400,50000000
Commercial,7339,1,Rural,Slab,Flat,1,0,6400,19246497
Residential,5259,5,Suburban,Slab,Flat,0,1,12000,50000000
Industrial,9428,14,Rural,Pile,Dome,0,1,5200,50000000
Residential,14475,18,Urban,Slab,Flat,0,0,12200,50000000
Residential,12208,15,Rural,Pile,Pitched,1,1,8300,50000000
Commercial,11414,3,Suburban,Pile,Flat,0,1,5400,50000000
Residential,2729,17,Suburban,Concrete,Pitched,1,0,7800,50000000
Residential,5334,18,Rural,Pile,Dome,0,1,4500,50000000
Residential,6149,8,Rural,Slab,Dome,0,1,13800,50000000
Commercial,13437,14,Suburban,Slab,Pitched,0,1,13900,50000000
Commercial,13380,2,Suburban,Concrete,Flat,0,1,8200,50000000
Industrial,1585,6,Suburban,Pile,Dome,1,1,12000,24844778
Industrial,12397,18,Rural,Concrete,Flat,0,1,10400,50000000
Residential,9131,20,Rural,Pile,Pitched,1,0,4100,50000000
Commercial,12837,7,Rural,Slab,Flat,0,1,10400,50000000
Industrial,1506,16,Urban,Pile,Dome,0,0,13700,50000000
Commercial,11623,12,Urban,Concrete,Pitched,0,1,10400,50000000
Industrial,12762,12,Suburban,Slab,Flat,1,1,13000,50000000
Industrial,2664,18,Rural,Pile,Pitched,1,1,8800,50000000
Residential,5746,2,Suburban,Slab,Dome,0,1,11000,26487566
Commercial,6848,2,Urban,Slab,Pitched,0,0,6600,44530887
Industrial,6382,16,Suburban,Slab,Pitched,1,1,3000,50000000
Commercial,769,9,Urban,Concrete,Dome,0,0,14200,29123636
Industrial,12575,7,Urban,Concrete,Dome,0,1,12900,50000000
Commercial,13723,8,Rural,Pile,Flat,0,1,7700,50000000
Commercial,5379,6,Rural,Slab,Pitched,0,0,14000,50000000
Commercial,2848,9,Urban,Slab,Flat,0,1,9100,50000000
Residential,12546,10,Rural,Slab,Dome,0,1,5500,50000000
Industrial,11775,17,Urban,Concrete,Flat,1,0,13400,50000000
Commercial,5135,16,Urban,Slab,Dome,0,1,13500,50000000
Industrial,5380,5,Suburban,Concrete,Pitched,0,0,12700,50000000
Industrial,3864,10,Urban,Concrete,Dome,1,0,4800,50000000
Residential,14695,2,Suburban,Pile,Dome,0,1,7700,50000000
Industrial,9274,12,Suburban,Slab,Flat,0,1,6000,50000000
Residential,5858,3,Suburban,Slab,Dome,1,1,8700,41865539
Commercial,1909,5,Suburban,Slab,Pitched,0,1,10600,31127448
Commercial,3986,8,Suburban,Slab,Flat,0,1,3500,50000000
Industrial,5504,11,Urban,Slab,Dome,1,1,9100,50000000
Commercial,14473,12,Urban,Slab,Flat,0,1,13100,50000000
Industrial,10732,19,Urban,Slab,Pitched,0,1,8500,50000000
Residential,14925,2,Suburban,Slab,Dome,0,1,4800,50000000
Commercial,10875,10,Rural,Concrete,Pitched,0,1,8300,50000000
Commercial,3707,1,Urban,Concrete,Pitched,0,1,12100,18662199
Industrial,5548,8,Urban,Slab,Dome,0,1,12300,50000000
Commercial,10559,19,Suburban,Concrete,Flat,0,0,13700,50000000
Industrial,11062,14,Rural,Concrete,Flat,0,0,11900,50000000
Residential,11590,17,Urban,Concrete,Pitched,0,1,3500,50000000
Commercial,14014,9,Suburban,Pile,Flat,1,0,10500,50000000
Residential,11324,14,Rural,Concrete,Pitched,0,0,3400,50000000
Commercial,13976,12,Rural,Slab,Dome,1,1,8000,50000000
Residential,6161,7,Urban,Concrete,Dome,1,0,13100,50000000
Commercial,6148,17,Rural,Pile,Flat,1,1,3600,50000000
Commercial,7894,19,Suburban,Slab,Dome,0,1,4800,50000000
Commercial,7902,6,Suburban,Concrete,Dome,1,1,9100,50000000
Residential,8736,18,Urban,Slab,Pitched,0,1,10600,50000000
Industrial,10476,20,Rural,Concrete,Flat,1,0,10000,50000000
Industrial,7186,1,Urban,Concrete,Pitched,1,0,7400,19998401
Residential,1947,14,Suburban,Slab,Pitched,1,1,13100,50000000
Residential,2567,15,Rural,Pile,Pitched,0,1,5100,50000000
Residential,13864,5,Urban,Pile,Pitched,1,1,7800,50000000
Commercial,5156,3,Rural,Slab,Pitched,0,1,6100,48268354
Residential,12437,19,Suburban,Concrete,Dome,0,1,12700,50000000
Industrial,3809,17,Urban,Concrete,Flat,0,0,11400,50000000
Commercial,10845,12,Rural,Slab,Pitched,1,1,12000,50000000
Industrial,8281,17,Urban,Concrete,Pitched,0,0,9000,50000000
Industrial,5656,6,Suburban,Pile,Flat,1,1,12300,50000000
Commercial,14818,14,Urban,Concrete,Pitched,1,0,12800,50000000
Industrial,4670,2,Rural,Slab,Dome,0,1,4200,15756860
Commercial,9393,6,Suburban,Concrete,Dome,0,0,14600,50000000
Commercial,2634,4,Urban,Concrete,Pitched,0,0,12500,45830513
Residential,3616,3,Rural,Slab,Flat,1,1,8600,26209186
Residential,3164,5,Suburban,Slab,Dome,0,1,8300,41447026
Residential,3261,12,Rural,Pile,Flat,0,1,3500,49463960
Industrial,9359,8,Suburban,Concrete,Dome,0,0,9100,50000000
Residential,11224,7,Rural,Pile,Pitched,1,1,3900,50000000
Residential,2384,11,Rural,Slab,Dome,1,0,6400,50000000
Industrial,7993,19,Urban,Pile,Flat,1,1,6600,50000000
Commercial,11454,19,Suburban,Slab,Pitched,1,0,5700,50000000
Commercial,2765,14,Suburban,Pile,Flat,1,1,3200,50000000
Industrial,12132,6,Suburban,Slab,Pitched,0,1,3200,50000000
Residential,3656,9,Suburban,Slab,Pitched,1,0,9900,50000000
Commercial,737,19,Urban,Pile,Dome,1,1,6000,39427067
Residential,343,9,Rural,Concrete,Pitched,1,1,11700,8218228
Industrial,14920,19,Urban,Pile,Dome,1,1,7600,50000000
Residential,6414,3,Rural,Pile,Dome,0,0,5700,29756277
Residential,14106,6,Rural,Concrete,Pitched,0,1,9100,50000000
Residential,781,16,Suburban,Pile,Dome,1,1,6100,28003922
Industrial,14010,9,Rural,Concrete,Dome,0,1,14800,50000000
Residential,11137,11,Rural,Pile,Pitched,0,1,4300,50000000
Industrial,6205,12,Urban,Slab,Flat,0,0,14700,50000000
Commercial,13564,9,Rural,Concrete,Pitched,0,1,6400,50000000
Residential,14187,2,Suburban,Concrete,Pitched,0,1,5800,50000000
Industrial,907,18,Suburban,Slab,Flat,0,1,13900,44113824
Residential,6420,14,Urban,Slab,Dome,0,1,9000,50000000
Industrial,748,20,Urban,Pile,Dome,0,0,5100,36862105
Residential,4507,16,Rural,Slab,Flat,1,0,5900,50000000
Residential,4153,18,Suburban,Slab,Pitched,1,1,3000,50000000
Residential,1995,14,Suburban,Pile,Dome,0,1,8800,50000000
Residential,9378,17,Suburban,Pile,Pitched,1,1,14900,50000000
Residential,980,3,Urban,Pile,Pitched,0,0,11000,8060759
Commercial,1306,14,Urban,Pile,Flat,0,1,11500,50000000
Commercial,786,16,Rural,Concrete,Pitched,1,0,11900,33949571
Residential,2125,4,Suburban,Concrete,Pitched,1,1,9700,27517154
Commercial,10094,19,Rural,Slab,Pitched,0,1,11500,50000000
Residential,8518,19,Urban,Concrete,Pitched,1,0,13600,50000000
Commercial,2831,15,Urban,Pile,Pitched,0,1,9700,50000000
Residential,2257,20,Urban,Pile,Dome,1,0,12700,50000000
Industrial,2445,18,Suburban,Pile,Dome,1,1,10200,50000000
Residential,6953,19,Urban,Slab,Flat,1,1,6500,50000000
Residential,10226,18,Rural,Pile,Dome,0,1,6900,50000000
Residential,10090,17,Suburban,Pile,Flat,0,1,7300,50000000
Residential,8431,11,Rural,Pile,Pitched,1,1,13500,50000000
Commercial,14124,15,Suburban,Slab,Pitched,0,0,11600,50000000
Industrial,5273,20,Suburban,Slab,Dome,1,1,5700,50000000
Commercial,12348,4,Rural,Concrete,Flat,1,1,3500,50000000
Industrial,8980,6,Suburban,Pile,Pitched,0,1,8700,50000000
Industrial,5038,14,Urban,Slab,Flat,0,0,11400,50000000
Residential,4101,17,Rural,Slab,Pitched,1,1,8800,50000000
Industrial,14320,7,Suburban,Slab,Pitched,0,0,12100,50000000
Residential,14709,20,Suburban,Pile,Flat,1,1,5500,50000000
Commercial,14358,14,Urban,Pile,Dome,0,1,5600,50000000
Residential,2882,2,Rural,Concrete,Dome,0,0,3300,13636812
Industrial,3115,3,Rural,Pile,Pitched,0,0,12200,20953444
Industrial,1817,14,Rural,Pile,Dome,1,1,14100,50000000
Residential,2437,20,Urban,Slab,Dome,0,1,9500,50000000
Residential,12348,1,Rural,Concrete,Dome,0,1,10200,40154979
Commercial,4264,6,Suburban,Slab,Flat,1,1,10100,50000000
Industrial,4563,20,Urban,Slab,Dome,0,0,3300,50000000
Industrial,1703,12,Rural,Concrete,Dome,1,1,8300,50000000
Industrial,4651,3,Suburban,Pile,Dome,0,0,3300,39333444
Commercial,10448,15,Urban,Concrete,Dome,0,1,5900,50000000
Residential,3207,19,Rural,Concrete,Pitched,0,0,12500,50000000
Industrial,14466,7,Suburban,Slab,Flat,1,1,14300,50000000
Commercial,14412,20,Suburban,Concrete,Dome,0,0,4000,50000000
Industrial,332,20,Suburban,Slab,Pitched,0,1,13200,27027430
Industrial,3378,6,Suburban,Pile,Flat,0,1,5900,49988829
Commercial,720,4,Suburban,Slab,Dome,0,1,4200,6903839
Commercial,8839,13,Urban,Pile,Flat,1,0,9100,50000000
Residential,10506,18,Suburban,Pile,Dome,0,1,10100,50000000
Commercial,11747,6,Rural,Pile,Pitched,1,1,4400,50000000
Residential,11767,2,Suburban,Slab,Pitched,0,0,12200,50000000
Residential,5115,14,Suburban,Pile,Pitched,0,1,14100,50000000
Residential,12784,8,Suburban,Slab,Dome,0,1,3200,50000000
Residential,5870,19,Suburban,Pile,Pitched,1,1,3300,50000000
Industrial,9941,9,Rural,Slab,Pitched,0,1,13600,50000000
Residential,5420,11,Rural,Slab,Dome,0,1,14700,50000000
Residential,12156,6,Urban,Concrete,Pitched,1,1,11900,50000000
Commercial,11284,13,Urban,Concrete,Flat,1,1,13700,50000000
Commercial,3135,19,Suburban,Slab,Pitched,1,1,5800,50000000
Commercial,12540,13,Rural,Pile,Dome,0,0,8600,50000000
Industrial,9506,4,Urban,Pile,Dome,0,0,10000,50000000
Industrial,12144,20,Urban,Slab,Flat,1,1,8200,50000000
Residential,14631,1,Rural,Concrete,Pitched,1,1,10200,45821655
Commercial,4206,19,Urban,Concrete,Flat,1,1,4400,50000000
Industrial,13325,18,Suburban,Concrete,Flat,0,1,6300,50000000
Commercial,1365,1,Suburban,Concrete,Pitched,0,0,8800,3171063
Commercial,2725,18,Urban,Slab,Pitched,1,1,12200,50000000
Residential,12200,10,Rural,Slab,Dome,0,1,12400,50000000
Residential,11305,11,Rural,Slab,Pitched,1,1,7500,50000000
Commercial,6242,13,Urban,Concrete,Pitched,0,1,10400,50000000
Residential,7531,7,Urban,Concrete,Pitched,1,1,5700,50000000
Commercial,5251,19,Rural,Slab,Pitched,1,1,12500,50000000
Residential,14228,19,Urban,Concrete,Pitched,1,1,10600,50000000
Industrial,4346,19,Rural,Slab,Dome,0,1,14500,50000000
Industrial,5280,16,Suburban,Slab,Dome,0,0,7900,50000000
Residential,1500,8,Suburban,Slab,Pitched,0,1,9000,39683485
Industrial,4230,7,Rural,Slab,Flat,0,1,6800,50000000
Residential,5883,17,Suburban,Concrete,Dome,0,0,14700,50000000
Residential,8280,13,Urban,Pile,Flat,0,0,5600,50000000
Commercial,6901,18,Rural,Concrete,Flat,0,0,14900,50000000
Residential,2889,17,Suburban,Slab,Pitched,0,0,5700,50000000
Industrial,12659,1,Rural,Concrete,Dome,0,1,3600,38077639
Residential,4684,16,Suburban,Concrete,Flat,0,1,8500,50000000
Industrial,2689,18,Rural,Pile,Flat,0,0,6900,50000000
Industrial,14806,15,Rural,Slab,Flat,1,1,11900,50000000
Commercial,8832,13,Suburban,Concrete,Flat,0,1,7200,50000000
Industrial,12335,18,Suburban,Slab,Dome,0,1,9800,50000000
Residential,2996,3,Suburban,Concrete,Pitched,1,1,8500,22730933
Commercial,2560,17,Rural,Concrete,Pitched,1,1,7500,50000000
Industrial,11239,3,Suburban,Slab,Flat,0,1,13600,50000000
Industrial,13855,2,Suburban,Slab,Dome,0,1,6400,50000000
Industrial,1937,9,Rural,Slab,Flat,1,1,14800,50000000
Commercial,6016,5,Urban,Slab,Dome,0,1,8300,50000000
Residential,5555,10,Suburban,Slab,Pitched,0,1,3300,50000000
Residential,4318,7,Suburban,Concrete,Dome,1,1,13300,50000000
Industrial,14095,19,Suburban,Slab,Pitched,0,1,4500,50000000
Industrial,8417,13,Rural,Slab,Flat,0,1,4700,50000000
Industrial,3356,16,Suburban,Pile,Dome,1,0,6000,50000000
Industrial,458,19,Rural,Pile,Flat,1,0,6600,16636121
Industrial,9883,15,Urban,Slab,Pitched,0,0,14500,50000000
Commercial,6705,16,Urban,Pile,Dome,0,1,11200,50000000
Commercial,11187,20,Urban,Concrete,Pitched,0,1,3900,50000000
Industrial,956,4,Urban,Concrete,Dome,1,1,8800,10426297
Industrial,7747,11,Rural,Concrete,Dome,0,0,13500,50000000
Residential,1263,2,Rural,Pile,Pitched,0,1,6300,5224232
Industrial,3846,19,Rural,Concrete,Pitched,0,1,3400,50000000
Commercial,8053,5,Urban,Slab,Flat,1,0,3300,50000000
